id,title,date,for,against,For_Main_Points,against_Main_Points
d20140507,Death Is Not Final,2014-05-07,"['Dr. Eben Alexander', 'Dr. Raymond Moody']","['Sean Carroll', 'Dr. Steven Novella']","[""Human consciousness remains a mystery. People may claim that it's produced by the brain and bound by the laws of physics, but the truth is that the origins of consciousness is a mystery."", 'Previously established by respected philosophers, from Plato to William James, mind-body dualism and the immateriality of the soul have been further supported by recent studies on the afterlife.', 'Near death experiences (NDEs), as well as psychic phenomena—experienced throughout history—provide strong evidence that consciousness exists independently of the body and thus, independently of physical life.']","['Humans, composed entirely of atoms, are part of the natural world and subject to its laws. Individual life and consciousness are not immaterial and thus cannot extend beyond physical death.', ""NDEs, the centerpiece of recent research, are purely anecdotal, descriptive accounts, which, despite some commonalities, are not evidence of a universal experience but rather reflect the subject's cultural background."", ""NDEs are simply altered mental states akin to the complex brain phenomena that occur in delusions, hallucinations, oxygen deprivation, and drug-induced experiences. There is no evidence that they have occurred while subjects' brains were inactive.""]"
d20140409,Millennials Don't Stand A Chance,2014-04-09,"['Binta Niambi Brown', 'W. Keith Campbell']","['David D. Burstein', 'Jessica Grose']","['Their financial outlook is bleak: Millennials have entered adulthood during a time of recession while burdened with unprecedented levels of student loan debt.', 'Millennials have been raised to be narcissists, ""characterized by overconfidence, entitlement, unbridled competitiveness, and lack of empathy.""', ""Millennials' tech savviness is superficial—they are no better or worse than at using technology than everyone else.""]","['Millennials are more optimistic, civic-minded and politically engaged.', ""They are the most educated generation in American history, and for those with a bachelor's or an advanced degree, it is paying off."", 'Millennials bring their tech savvy, adaptability and collaborative skills to the workplace.']"
d20140402,"More Clicks, Fewer Bricks: The Lecture Hall Is Obsolete",2014-04-02,"['Anant Agarwal', 'Ben Nelson']","['Jonathan Cole', 'Rebecca Schuman']","['Online education will modernize our academic institutions, which have relied on the same stagnant model for centuries.', 'MOOCs have the potential to democratize and equalize education at a global level, breaking down financial, social, and physical barriers to entry.', 'The internet provides spaces and tools that are far less costly and far more innovative than what the traditional classroom is able to offer and accommodate.']","['Online education cannot adequately supply the invaluable elements of the traditional classroom—direct interaction, guidance, accountability, and community building.', 'To enroll in online classes, students must already have access to computers and high speed internet. Rather than democratizing higher education, MOOCs reinforce educational barriers.', 'With its disparate accreditation systems and tenuous financial model, online education is not a sustainable replacement for brick-and-mortar institutions.']"
d20140312,Russia Is A Marginal Power,2014-03-12,"['Ian Bremmer', 'Edward Lucas']","['Amb. Robert D. Blackwill', 'Peter Hitchens']","['Seizing Ukraine will only isolate Russia further, exacerbating the problems it already faces.', ""Russia's economy has stagnated and its reliance on energy revenue—around half of Russia's total budget revenue comes from oil and gas—leaves it vulnerable."", ""According to a Credit Suisse study, Russia has the highest level of wealth inequality in the world, apart from small Caribbean nations with resident billionaires. 35% of Russia's wealth is owned by 110 people, while 93% of the population is worth less than $10,000."", 'Poor public health has led to a shrinking population.']","['Russia has 8,500 to 10,000 nuclear warheads and is actively working to replace aging devices and modernize its delivery systems.', ""Russia's influence in key regions—the Middle East, Asia, former Soviet republics—cannot be dismissed. Its power to veto on the U.N. Security Council means that Russia can and has blocked international action on many key issues."", ""It is a country rich in natural resources, including oil and natural gas. Gazprom controls nearly 1/5 of the world's gas reserves and currently supplies 30% of Europe's gas.""]"
d20140305,The President Has Constitutional Power To Target And Kill U.S. Citizens Abroad,2014-03-05,"['Alan Dershowitz', 'Michael Lewis']","['Noah Feldman', 'Hina Shamsi']","['The U.S. can use lethal force against a citizen abroad if he/she is a senior operational leader of al Qaeda or an associated force when they pose an imminent threat, capture is infeasible, and it is conducted in a manner consistent with law of war principles.', ""The president's authority to respond to this threat arises from Congressional authorization, AUMF, and the inherent right of national self-defense. The executive branch's weighing of evidence meets the due process requirement. Its decision does not require judicial approval."", 'The U.S. is engaged in non-international armed conflict with al Qaeda and its associates, a fight that is not limited in geographical scope.']","['The public does not know what the selection process is, or who signs off on it. Due process requires that government discloses the criteria by which U.S. citizens could be put to death.', 'Giving the president unchecked authority will lead to abuse. There must be a role for the court in this process, even if it occurs after the fact.', 'Despite what the administration claims, the world is not a battlefield, and the president does not have the authority to kill anyone he wants wherever he wants. ""Imminence"" is one of the standards used to determine whether a targeted killing is lawful, but the administration has redefined it to go beyond how it is used in domestic and international law.']"
d20140227,Affirmative Action On Campus Does More Harm Than Good,2014-02-27,"['Gail Heriot', 'Richard Sander']","['Randall Kennedy', 'Theodore Shaw']","['Despite its noble goals, affirmative action is a counterproductive, and arguably unconstitutional, social policy that depends on the very principle it stands against: racial discrimination.', 'Placing students in schools mismatched to their abilities has led to higher rates of minority failure and attrition.', 'This academic mismatch reinforces negative stigmas and racial stereotypes that have harmful social consequences, resulting in self-segregation on campuses and undermining racial equality in larger society.', 'Color-blind admissions, along with a class-based form of affirmative action, would better achieve the goals of social equality, with far fewer costs and more beneficial outcomes.']","['Affirmative action is necessary to redress past racial injustices—and their ongoing effects—and to fight the present forms of discrimination that pervade society today.', 'The active integration of marginalized groups into mainstream academic institutions more fairly distributes opportunity, access and power.', 'In addition to benefiting individuals and minorities, affirmative action invaluably strengthens entire institutions through diversity, as testified by major corporations and the U.S. military.', 'Color-blind alternatives, while beneficial as a supplement to affirmative action, do not adequately or honestly address the persistent presence of racial inequality in the U.S. To eliminate racial preferences in higher education would have disastrous consequences on the whole of society.']"
d20140212,Snowden Was Justified,2014-02-12,"['Daniel Ellsberg', 'Ben Wizner']","['Andrew C. McCarthy', 'Ambassador R. James Woolsey']","['Edward Snowden\'s leaking of top-secret government surveillance programs have sparked much-needed debate, and have raised what even the president concedes are ""legitimate policy questions.""', ""Snowden has done this country a great service by exposing the NSA's abuse of authority and illegal programs. Proposed intelligence reforms from the president, Congress, and the White House's own task force only underline the fact that his actions were justified."", 'Snowden has stated that he reported his concerns to superiors. No action was taken, and he was forced to take his information public.']","[""Snowden's leaks have been damaging to the U.S. Beyond the NSA's domestic surveillance programs, he has also released information related to international spying; information that has compromised our security and tipped off our enemies."", 'The programs and operations Snowden revealed are legal, and it is unlikely that any significant changes will be made at the NSA.', 'Snowden should have taken his concerns through proper channels or to a member of Congress before leaking to the press.']"
d20140115,Obamacare Is Now Beyond Rescue,2014-01-15,"['Dr. Scott Gottlieb', 'Megan McArdle']","['Jonathan Chait', 'Dr. Douglas Kamerow']","['With the loss of public trust and the weakening of the Democratic Party, Obamacare cannot survive its escalating political crisis, which will likely break down the law piece-by-piece through delays and legislative cuts.', 'With the botched launch of healthcare.gov, its main consumer interface, Obamacare lost many of the customers its success depends upon: the young and healthy needed to balance the costs of the old and sick.', 'Due to the absence of major insurers in the majority of exchanges, the marketplace is failing and will only worsen in 2015.', 'As written, the Affordable Care Act has inhibited competition, disincentivizing the full participation of insurance companies with its severe restrictions on what kind of plans can be offered. Despite promises to increase and improve health coverage, Obamacare has severely limited provider access and jeopardized the quality of medical care through its ""narrow networks,"" a challenge which will repel patients, doctors, hospitals, and insurers alike.', 'Though the website is largely fixed on the consumer side, massive problems are still unresolved—mainly, the lack of any technical infrastructure to provide insurers with the consumer information required to launch plans and provide coverage.']","[""While the launch of healthcare.gov was an unmitigated disaster, the bulk of Obamacare's rollout over the past three and a half years has been largely successful, from the coverage of people with pre-existing conditions to evidence-based preventive services."", 'Obamacare has had better-than-expected results on many fronts, decreasing costs through pay-for-quality reforms, rapidly lowering medical inflation, and sparking a new tide of innovation.', 'The alarmist anecdotes of rising medical costs and lowered provider access under Obamacare do not indicate its failure; while unfortunate, these issues are few and insignificant compared to the increased coverage that Obamacare will provide to previously uninsured Americans. Millions of Americans will have signed up in the exchanges by the time the open enrollment period ends, with even more following for 2015.', 'Major medical organizations, as well as many in the health-care industry, believe that increased participation is far more likely than a death spiral. From its doomsday scenarios to its constant rhetorical attacks, the Republican Party has waged a relentless war on Obamacare in hopes that constructing a narrative of its failure will induce its failure. Their attempt at sabotage is a political fantasy—the democrats will remain united behind it.', ""The successes of certain states' exchanges (such as Kentucky), as well as health care reform in Massachusetts, signify Obamacare's workability on the federal level. As with any large and complex enterprise, it will continue to face hurdles, but these do not signify its failure.""]"
d20131204,Don't Eat Anything With A Face,2013-12-04,"['M.D. Neal Barnard', 'Gene Baur']","['Chris Masterjohn', 'Joel Salatin']","['A meat-free, plant-based, whole foods diet, low in fat and high in fiber, can have immense health benefits, controlling diabetes, heart disease, certain cancers, kidney failure, obesity, and other life-threatening ailments.', ""The majority of meat today is produced on inhumane, industrialized factory farms. And just as it is unthinkable to kill one's dog or cat, the slaughter of farm animals—sentient beings, capable of suffering, happiness, sadness, and intellect—is not ethical."", 'Farm animal production, one of the leading causes of global warming, has disastrous effects on the environment, including waste, water pollution and shortages, dead zones, deforestation, and soil degradation.']","[""The most environmentally friendly, ethically responsible, and healthy diet is a not a meat-free one, but rather a locally sourced, sustainably produced one. It is not meat consumption that must end; it is agribusiness's factory production of foods."", 'The meat, bones, skin, and organ meats of healthy animals provide a balance of nutrients necessary for optimal physical and mental health.', 'Meat is only unhealthy when it is produced in factory farms where animals are unnaturally fed grains and hormones, infested with bacteria, and pumped with antibiotics.', 'Animal husbandry is critical to sustainable agriculture, which depends on the balanced, regenerative ecological cycle between humans, the land, vegetation, and animals.']"
d20131120,"Spy On Me, I'd Rather Be Safe",2013-11-20,"['Stewart Baker', 'Richard Falkenrath']","['David Cole', 'Michael German']","['We cannot identify terrorists in real time, and without bulk collection, there would be no way for our intelligence community to track and connect their movements.', ""Under the Foreign Intelligence Surveillance Act and the Patriot Act, the NSA's actions are legal."", ""NSA surveillance has made us safer. In 2009, intelligence officials were able to connect an email from a known terrorist in Pakistan to Najbullah Zazi, thwarting Zazi's plans to bomb the New York Subway system."", ""Terrorists dispersed around the world make use of our communications infrastructure. If we don't allow government to use this data, what is the alternative?""]","['Whether the current government is trustworthy and acts with good intentions is irrelevant. Building the capacity to collect and store the communications of every American is a capability open for abuse.', 'The NSA has overstepped its authority by conducting suspicionless surveillance of Americans, violating our First and Fourth Amendment rights.', 'By demanding or creating back doors into encrypted systems, the NSA has weakened internet security for everyone.', ""The sheer volume of data collected is making the NSA dysfunctional, and the agency's purported successes have been exaggerated; instead of a previously reported 54 terrorist plots thwarted by phone surveillance, the real number is only 1.""]"
d20131114,The Constitutional Right To Bear Arms Has Outlived Its Usefulness,2013-11-14,"['Alan Dershowitz', 'Sanford Levinson']","['David Kopel', 'Eugene Volokh']","['The social costs of widespread firearm distribution—foremost, the high murder rate in the U.S.—outweigh whatever degree of liberty gun ownership is seen to protect.', ""When the practical consequences of a right becomes counterproductive to society, it has outlived its usefulness. While armed citizens ensured the security of a free state in 1789, personal guns are no longer a civilian's main protection or democracy's best safeguard. Today, the U.S. has a standing army and a well-trained police force that provide for our security and protection."", 'When the values of society at large have significantly changed, a stubborn allegiance to the constitution should not blind us to the incompatibility of certain tenets with modern society.', 'Technological advancements have created guns with capabilities far beyond those envisioned in 1789, and the Second Amendment is not capable of regulating such arms.']","['The individual right to bear arms, like free speech and trial by jury, is fundamental to our American identity. It safeguards democracy, guaranteeing that all citizens have power relative to the state and to each other.', 'The Bill of Rights is meant to place certain rights beyond political controversy. Authorizing judges to nullify a constitutionally guaranteed right based on it being ""outdated"" puts all constitutional liberties in jeopardy.', 'Stricter gun laws do not necessarily decrease crime or prevent mass killings. Criminals will get their hands on guns legally or not, so we should address gun violence as a social and economic issue, rather than a legal one.', 'Technological changes have not rendered other constitutional rights useless over the past two centuries (i.e. the internet and freedom of speech), and the same should hold true for the right to bear arms.']"
d20131030,Let Anyone Take A Job Anywhere,2013-10-30,"['Bryan Caplan', 'Vivek Wadhwa']","['Kathleen Newland', 'Ron Unz']","[""Allowing people to move as freely as goods and capital would benefit the world's economy, by some accounts, doubling the global GDP and bringing an end to poverty."", 'Freedom of movement, as well as equal access to opportunity, is a basic human right. Open borders would end the arbitrary discrimination against people based on their place of birth, allowing those trapped in third world poverty to access first world opportunity.', 'Emigrants transfer knowledge and skills back to their developing countries and, via remittances, help to alleviate poverty, develop markets, and increase trade.', 'The free movement of people strengthens global networks that spur innovation, maximize human potential, and reduce international conflicts.']","['Developing countries would not only suffer a brain drain, but tenuous economic development and delayed political and social reform.', 'Remittances are only a band aid for poverty and do not develop economic infrastructure.', 'Immigrants are a net fiscal burden, overwhelming an already strained economy and draining public resources like schools, hospital care, and welfare benefits.', 'Opening our borders would create job competition for native workers, suppressing wages and putting the least-skilled Americans out of work.', 'The free movement of people could threaten the cultural identities of both sending and receiving countries.']"
d20131018,"For A Better Future, Live In A Red State",2013-10-18,"['Hugh Hewitt', 'Stephen Moore']","['Gray Davis', 'Michael Lind']","['Red states outperform blue states in economic growth, attributable to low taxes and small government, according to a report from the American Legislative Exchange Council.', 'Out of the 5 states with the lowest unemployment rates, 4 are red—North Dakota, South Dakota, Nebraska, and Utah—according to Bureau of Labor Statistics data from mid-2013', 'When comparing the fraction of income donated to charity, the red states are more generous than their blue state neighbors. The biggest givers can be found in the ""Bible Belt"" south or in areas with large Mormon populations.', 'Blue states have been cutting pensions and benefits because they can no longer pay the bills incurred from years of big government policies.', 'The South and the Sunbelt are growing, while the North and Midwest are shrinking. (U.S. Census Bureau)']","['The top states—measured by life evaluation, physical health, emotional health, healthy behavior, work environment and basic access—were mostly blue, while the lowest-ranked states were red. (The Gallup Healthway Well-Being Index)', 'States with the lowest poverty rates are blue, and the states with the highest poverty rates are red. (U.S. Census Bureau)', ""Tracking state policy efforts and outcomes, Education Week's Quality Counts report gave its top grades to blue states, and its worst grades to red states."", 'Blue states have more generous safety net programs for the unemployed and low-income families than red states.', ""Based on criteria that included air quality, water quality, recycling rates, and greenhouse gas emissions, Greenopia's Green State Guide found that the greenest states were also largely blue.""]"
d20131016,Break Up The Big Banks,2013-10-16,"['Richard Fisher', 'Simon Johnson']","['Douglas Elliott', 'Paul Saltzman']","['Five banks comprise over half the U.S. financial system, a systemic risk to the economy that threatens to destabilize the entire country.', 'When they are perceived to be too big to fail, banks benefit from an implicit government subsidy that allows them to engage in risky behavior.', 'The big banks are too complex to manage, making internal and external governance ineffective.', 'Mega-institutions disproportionately affect public policy due to their size and lobbying power.']","['Dramatically restructuring big banks would disrupt the financial system and economic growth, and result in unintended consequences.', 'Consumers benefit from the economies of scale that big banks can provide.', ""A bank's size does not necessarily indicate systemic importance, and size restrictions would be completely arbitrary."", 'The big banks were not the primary cause of the financial crisis. The first institutions to fail were not the big universal banks, but institutions like Bear Stearns, Fannie and Freddie, Lehman Brothers, Countrywide, AIG.']"
d20130910,The U.S. Drone Program is Fatally Flawed,2013-09-10,"['Ahmed Rashid', 'John Kael Weston']","['Admiral Dennis Blair', 'General Norton Schwartz']","['The lower perceived costs of using drones—in dollars and lives lost—have led to their overuse.', 'There is no clear legal framework for their use. When the rest of the world catches up and develops their own drone technology, the lack of legal norms will have long-term ramifications.', 'By choosing a quick fix to terrorism, we are abandoning real strategy, all the while alienating and radicalizing local populations.']","['The use of precision drone strikes has decimated al Qaeda and Taliban leadership, while limiting collateral damage.', 'Drones are an important part of our counterterrorism efforts, allowing us to conduct surveillance and gather intelligence that would otherwise be impossible.', ""We cannot ignore the value of keeping U.S. troops out of harm's way, and the cost savings of using unmanned aircrafts.""]"
d20130809,The U.S. Has No Dog In The Fight In Syria,2013-08-09,"['Richard Falkenrath', 'Graham Allison']","['R. Nicholas Burns', 'Sir Nigel Sheinwald']","['There are no vital American interests in this conflict.', 'The opposition is a fractured group that is becoming increasingly radical Islamist.', 'U.S. aid would almost certainly backfire in the future.', 'Any military intervention by the U.S. will lead to an escalation in what has become a regional proxy war.']","['The U.S. cannot afford to allow the conflict to further destabilize the region.', 'A win for Assad will be a win for Iran and Hezbollah.', ""The security of Syria's chemical weapons, the largest stockpile in the Middle East, is at risk of falling into the hands of terrorists."", 'The death toll has topped 100,000 and the number of refugees is in the millions—the U.S. has a responsibility to act during this humanitarian crisis.']"
d20130619,Cutting the Pentagon's Budget is a Gift To Our Enemies,2013-06-19,"['Thomas Donnelly', 'Andrew Krepinevich']","['Benjamin Friedman', 'Kori Schake']","['The cumulative effect of defense budget cuts will leave the U.S. military at risk by degrading its future capability. This at a time when Korea is testing nuclear missiles, Iran is rapidly developing its nuclear program, and China is aggressively increasing its military spending.', 'The U.S. spends a smaller percentage of its GDP (4-5%) on defense than it did during the Cold War (6-7%). Growth in federal spending on entitlements is a much greater threat to our economy.', 'The changing nature of conflicts requires us to be engaged on multiple fronts that require more resources for troops and recruitment.', ""America's military support for its allies in Asia and Europe creates stability throughout the world.""]","[""America spends more on defense than the next 13 highest spending countries combined. Even with a smaller budget, we will remain the world's most powerful military force."", 'Cuts will make us safer by injecting more accountability, forcing the Pentagon to manage its spending more carefully.', 'The U.S., surrounded by two oceans and relatively weak neighbors, faces few national security threats.', ""We are allowing our wealthy allies to be free riders. It's time for them to step up and take on more of the costs of their own security.""]"
d20130508,The FDA'S Caution Is Hazardous To Our Health,2013-05-08,"['Dr. Scott Gottlieb', 'Peter Huber']","['Dr. Jerry Avorn', 'Dr. David Challoner']","['Costly and lengthy approval processes for drugs and medical devices discourages investment and stifles innovation.', 'The FDA wants a guarantee of benefits, not proof of risks, which means extended testing and clinical trials that keep potentially beneficial treatments from patients.', 'Drugs are often rejected based on a small risk, despite many proven benefits.', 'Regulations have been too broad, leading to unnecessary facility closures for upgrades and checks that have created dangerous drug shortages.']","['Accelerated approval for drugs, while making potentially beneficial drugs available quickly to patients, also means that they are available for widespread use before their safety can be determined.', 'The 510(k) approval process, which fast-tracks the approval of medical devices that are ""substantially equivalent"" to an existing device, releases unsafe devices into the market.', 'The FDA does very little monitoring of safety and effectiveness once drugs and devices are approved and used by the public.', 'To those that argue that the approval process is too lengthy, in many cases, the FDA gets a drug on the market faster than Europe.']"
d20130417,The GOP Must Seize The Center Or Die,2013-04-17,"['David Brooks', 'Mickey Edwards']","['Laura Ingraham', 'Ralph Reed']","[""The GOP has alienated key demographic groups—women and minorities—with uncompromising conservatism on issues like immigration and women's rights."", 'Young Americans are more liberal-leaning. Millennials have grown up in a much more culturally diverse environment and tend to be supportive of progressive domestic issues.', 'The GOP must embrace pragmatism over fiscal purity.', ""American's are tired of the political gridlock that prevents us from moving forward.""]","['The reason GOP candidates fared poorly in 2012 is not because they were too conservative. The problem was that they were too moderate or waffled on core issues, lending doubt to their allegiance to conservative ideals.', 'Rather than change its message, the GOP needs to change its delivery. Candidates need to be more engaged, and new media and technology needs to be embraced.', 'Liberal values permeate media and entertainment.', 'The GOP must expand its focus to all aspects of society.']"
d20130403,Abolish The Minimum Wage,2013-04-03,"['James A. Dorn', 'Russell Roberts']","['Jared Bernstein', 'Karen Kornbluh']","['The law of demand determines that as the price of labor increases, the demand for it will decrease, hurting the lowest paid workers that the minimum wage is protecting.', 'The minimum wage adversely affects low-skilled and unskilled workers by preventing them from taking jobs that, while low-paying, would give them the experience needed to get better jobs in the future.', 'The minimum wage is bad for employers, especially small businesses. It means raising the cost of labor, cutting back on worker hours, cutting jobs, passing on higher costs to customers, and lowering profits.', 'There is no evidence that increases in the minimum wage have reduced poverty. In fact, the benefits of the minimum wage are often felt by those who are second or third earners in households above the poverty line.']","['A worker earning $7.25 an hour, the current federal minimum wage, working 40 hours per week, will still end up below the federal poverty threshold.', ""Increasing low-income workers' pay will act as an economic stimulus. When they earn more they will spend more—putting more money back into the economy. Increasing the minimum wage does not decrease employment."", 'The minimum wage actually makes low-paying jobs more appealing, reducing turnover and vacancies. According to the Economic Policy Institute, 84.1% of low-wage earners are over 20 years old and nearly half of them would benefit from an increase in the federal minimum wage.']"
d20130313,America Doesn't Need A Strong Dollar Policy,2013-03-13,"['Frederic Mishkin', 'John Taylor']","['Steve Forbes', 'James Grant']","['The direction of the dollar matters far less than the set of conditions that is determining its strength or weakness.', ""The strong dollar policy is based on an overestimation of the impact of the dollar's strength on the economy."", 'In times of recession, a weak dollar that makes American goods cheaper, and stimulates manufacturing and job growth, is preferable to a strong dollar.', 'An increase in exports will increase our GDP and decrease our trade deficit.']","['While a weak dollar may offer some short-term solutions, a strong dollar policy is the only long-term solution for a stable and robust economy.', 'A falling dollar will mean higher energy and food costs, rising inflation and interest rates, and expensive imports.', 'We need a strong dollar to keep global confidence high and ensure that foreigners continue to see it as a good investment.', ""A strong dollar is important to maintain the dollar's status as the global reserve currency.""]"
d20130213,Prohibit Genetically Engineered Babies,2013-02-13,"['Sheldon Krimsky', 'Lord Robert Winston']","['Nita Farahany', 'Lee Silver']","['Unfettered access to genetic engineering for the wealthy will deepen social inequality and create a genetic ruling class.', 'Children should not be science experiments.', 'There are potential, unknown side effects that could not only affect the child, but generations to come.']","['Genetic engineering can and should be the voluntary choice of parents and will not be a state-mandated program of eugenics.', ""We already enhance our bodies in so many ways, isn't this the natural next step? Shouldn't we be open to the possibility of pushing our limits and improving ourselves?"", 'It would be immoral not to give children the best opportunities in life—free of disease, given desirable traits—and to shape a better society.', 'Science and technology requires risk for progress and innovation and we cannot prohibit genetic engineering based on hypotheticals.', 'Genetic engineering would lessen social inequalities once the technology becomes widely available.']"
d20130116,Israel Can Live With a Nuclear Iran,2013-01-16,"['James Dobbins', 'Reuven Pedatzur']","['Shmuel Bar', 'Jeffrey Goldberg']","['Israel does not have the military capacity to prevent the bomb, only to delay it.', 'If Iran was ever on the fence, an attack would almost certainly push them in the direction of achieving nuclear weapons capability.', 'An Israeli attack will rally the Iranian public behind what is currently an unpopular regime, garner Iran international sympathy, and incite violence against Americans across the region.', 'Deterrence works—the U.S. successfully deterred the Soviet Union for more than 40 years.', ""Iran's leaders are not irrational and know that a nuclear attack on Israel would provoke a devastating response from Israel and the U.S."", 'A war to prevent an Iranian bomb would be a disaster for Israel and for America, which is still reeling from Iraq, Afghanistan, and the worst economic crisis since the Great Depression.']","['A nuclear Iran would provoke an arms race in the Middle East.', ""A nuclear weapon would increase Iran's influence in the Middle East and embolden allies like Hezbollah and Syria."", ""Iran would use the threat of a nuclear attack whenever it's threatened, triggering a crisis that could easily spiral out of control."", ""Iran's leadership is sincerely anti-Semitic and on numerous occasions has called for the destruction of Israel, and history has shown that we discount the ideas of extremists at our own peril.""]"
d20121205,Science Refutes God,2012-12-05,"['Lawrence Krauss', 'Michael Shermer']","['Ian Hutchinson', ""Dinesh D'Souza""]","[""Why does there have to be an entity to explain the universe? To say that God created the universe doesn't explain anything—it's simply a placeholder that could be filled with any number of things."", ""Darwin's theory of evolution disproves the story of creation in the book of Genesis. We can see from evidence around us that the world is a Darwinian place where death and disease are constantly present and chaos seems to rule. This goes against the teaching of the world as a creation of a completely benevolent and all-powerful God. Either God is not all good, or not powerful enough stop these forces."", 'A belief in miracles goes against the facts and spirit of science.', 'We know that religions are man-made because they are culturally bound. They have evolved as a mechanism for social cohesion. If Religion is supposed to reveal ""universal truths,"" why do they all assert conflicting ""truths,"" i.e., there is no salvation except through Christ, Jews are God\'s ""chosen people,"" Mohammed is God\'s one true messenger, etc.?']","[""The existence of God is outside the realm of science. Science exists within the boundaries of time and space, within God's creation and God's plan."", 'God, as the infinite ""transcendent other"" can never be fully comprehended by a finite individual.', 'The idea that religion is antithetical to science is absurd. Evolution asserts that God made the universe and created life—it does not say how. It is perfectly compatible with science.', 'Miracles are inherently one-off events;science is incapable of investigating them.', ""For science to refute religion, it needs to come up with something better, and it hasn't. Science cannot disprove the existence of God, life after death, and a soul.""]"
d20121114,Legalize Drugs,2012-11-14,"['Paul Butler', 'Nick Gillespie']","['Asa Hutchinson', 'Theodore Dalrymple']","[""The line dividing what's legal and what's not is arbitrary. Alcohol, another mind-altering substance, is found to be a factor in 40% of violent crimes and 40% of traffic fatalities, yet it's still legal. Nicotine kills more people than alcohol and drugs combined, and it's also legal. We associate drugs with crime and violence but this stems from the fact that they are illegal."", 'Legalizing drugs takes away a vital source of funds from organized crime.', 'Drug users themselves are rarely violent and incarceration rates impact minority groups disproportionately.', 'The U.S. spends billions on its war on drugs every year, but cost-benefit analysis has shown that it has not been a success. Prohibition is what gives drugs their value.', 'Instead, government should regulate and tax their sale. We need to move toward a public health model. Portugal, which decriminalized drugs just over ten years ago, has found its drug abuse down by half.']","['Legalizing drugs would mean decreasing prices and increasing consumption. In the Netherlands where there is non-enforcement for soft drugs, marijuana use doubled among 18-25 year olds.', ""Legalizing drugs won't stop the violence. Criminals won't stop being criminals, drug traffickers and dealers will just turn to other outlets to make money."", 'The war on drugs is working. Drug use has dropped substantially at 1/3 the rate of what it was in the late 1970s. Cocaine use is down by 40% and meth use down by half.', 'Even if we legalize drugs, there would be a black market anyway. Sales to children would obviously remain illegal, and regulated prices would be undercut.', 'Drugs are illegal because they are addictive and harmful. The public health problems impact society on many levels: individual, family and community.']"
d20121024,The Rich Are Taxed Enough,2012-10-24,"['Glenn Hubbard', 'Arthur Laffer']","['Robert Reich', 'Mark Zandi']","['The rich already pay their fair share. The top 1% pays nearly 40% of all collected federal income taxes. The bottom 50% pays just over 2%.', ""Taxing the rich more won't solve the deficit problem. According to the Tax Foundation, taking all the income of those making more than $10 million per year would only reduce the deficit by 12% and the debt by 2%. Taxing millionaires at 50% would reduce the deficit by 8%."", 'We have a spending problem, not a revenue problem. The U.S. government runs sustained deficits because it spends too much, not because Americans are taxed too little.', 'Tax hikes for those making $250,000 or more means hurting job creators and small businesses.']","['For the top 0.1%, the average tax rate has fallen from 51% to 26% in the last 50 years. Average tax rates for the middle class has risen slightly or remained constant over the same time period.', 'The rich can afford to pay more. The after-tax income of the top 1% has risen to nearly four times what it was since 1979, while income for the middle 60% rose by just 40%. After taking inflation into account, in the past decade the real income of the average American family has fallen by about 6%.', 'Higher tax rates do not mean less growth. During his first year in office, President Clinton pushed through tax increases that led to 32 straight quarters of economic growth and a budget surplus.', 'The rich can start businesses and hire employees, but if no one can afford to buy what they have to sell, those businesses will fail and those jobs will be lost. Ordinary middle-class consumers are the real job creators.']"
d20121010,Ration End-Of-Life Care,2012-10-10,"['Dr. Art Kellermann', 'Peter Singer']","['Ken Connor', 'Sally Pipes']","['The U.S. spends more on health care than any other industrial nation—in 2012 we are expected to spend $2.8 trillion. We cannot afford our health care system and expensive end-of-life care costs are a major contributor to this problem.', 'Rationing means getting better value for the trillions we spend every year.', ""Rationing already happens. Medicare decides what it will reimburse, private insurance decides what they will cover, and individuals go without care and medicine every day when they can't afford it."", ""We must ration based on cost-effectiveness, not on an individual's ability to pay."", 'If we spent less on those who, with or without treatment, have only a few months left to live, we would be better able to help those who may have decades.']","['The government should not have the power to determine who lives, who dies, and who gets treatment based on calculations of quality and quantity of life.', 'Health care costs can be reined in without rationing care.', 'Targeting ""end-of-life"" care specifically would result in very little cost savings.', 'Rationing care will lead us down a moral slippery slope. How many years of life is enough? Who is productive and worthy, and who is not?']"
d20121004,Better Elected Islamists Than Dictators,2012-10-04,"['Reuel Marc Gerecht', 'Brian Katulis']","['Daniel Pipes', 'Dr. M. Zuhdi Jasser']","['Democracy will have a liberalizing effect on the Islamists as they are held accountable for governance, not just religious ideology.', 'The fundamentalists are critical to the moral and political rejuvenation of their countries, and are therefore key to democratic politics in the region.', 'Representative government empowers citizens, especially religious minorities and women.']","['Choosing between the lesser of two evils, U.S.-friendly authoritarian regimes are less of a threat than anti-American Islamists.', ""The Islamists' openly promise to reform society through Sharia, Islamic law, a concern for liberals, non-Muslims and women."", 'Elected Islamists are dictators at the end of the day.', 'They use the tools of democracy, but without separation of church and state you cannot have a true democracy.']"
